golden_id,customer_message,brand_reply,cluster,gold_intent,gold_escalate,gold_escalate_reason,labeler_notes
g0098,"@AppleSupport Hi Apple, anything I can do to increase battery life after your software upgrades to my iPhone 6s. I’m truly concerned that I have to charge it fully twice a day just to make it on a daily basis. Thank you!","@139268 We know how vital the battery is. Please check out this article: https://t.co/TpjqFp3jxD  

DM us the result. https://t.co/GDrqU22YpT",1,battery_performance,no,iPhone 6s battery drain following software update,
g0099,I swear my iPhone camera is acting up. It now looks like it has some type of dark/grainy filter no matter which app I open camera in. #iphoneX #help @AppleSupport 📱,"@141085 We're here for you! When did the camera issue first start? If you can also let us know which iOS version is currently installed, we'll do our best to assist.",4,device_hardware_connectivity,no,iPhone camera producing dark and grainy image output across apps,
g0100,My phone is so messed up and I JUST got it yesterday! @115858 thanks for nothing,@125181 We'd like to help. Please DM us your current country and more about what's happening. https://t.co/GDrqU22YpT,0,complaint_no_specific_ask,no,Vague complaint regarding new device issues lacking technical details,
g0101,Odd that my #iphone has been acting crazy just when the #iPhoneX comes out. I haven’t had any issues than all of a sudden....@115858 #hmm 📱🤔,@125176 What type of issue are you having with your iPhone?  We are standing by to assist.,1,complaint_no_specific_ask,no,General complaint regarding performance timing without concrete technical details,
g0102,@115858 Ur update continues to fck me sideways. This be some skynet shit forreaal. My phone shouldn’t be able to override my decisions while I’m 😴,"@128900 We'd like to take a look at this with you!  To start, can you DM us what country you're located in? https://t.co/GDrqU22YpT",5,system_update_issue,no,Overnight automatic system updates and background software behavior complaints,
g0103,"Hey @115858, any word on the iMac Pro? Us pros have end-of-year tax implications with these kind of things. How about an update?",@137186 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd,5,other,no,Pre-release inquiry regarding iMac Pro availability and launch timeline,
g0104,"@AppleSupport Yes restarted twice. Even powered off totally. Still not working. My photo app also got all messed up somehow. I had my phone plugged into MacBook Pro, but was only using to charge.","@134122 OK, let's go ahead and delete the Music app, restart then reinstall the Music app from your App Store. 
What's happening with your Photos? Send us a DM and let us know. https://t.co/GDrqU2kzhr",4,software_bug_glitch,no,App malfunction and Photos library corruption following Mac connection,
g0105,@AppleSupport after update to 10.13.1 Lacie is down again after a night of extreme and unprovoced disk access resulting in overheating! 2/2,"@120401 When you have a moment, please send us over a DM. We're happy to work together with you on this. https://t.co/GDrqU22YpT",5,system_update_issue,yes,macOS update causing excessive external disk indexing overheating and mount failures,
g0106,@142528 @142155 @AppleSupport Mine too! I wonder what we can do about it? My phone is 6s but I have to charge it twice a day 😭,@123246 Issues with your iPhone battery? We can help. DM us with more details to get started. https://t.co/GDrqU22YpT,0,battery_performance,no,iPhone 6s battery degradation and frequent daily recharges,
g0107,@AppleSupport is the battery drain using iOS 11.0.2 we’ll know? I can see my battery drain crazy after used on 4G for a couple of min!,"@124893 We're here to help. Let's update to iOS 11.1 as it was recently released. For steps, check out this link: https://t.co/80YRnjDFDk",2,battery_performance,no,Rapid battery drain when using 4G cellular data on iOS 11,
g0108,@AppleSupport @7531 @115858  I need your help! I want to play animal crossing but the app immediately crashes when I open it,"@128371 We want to make sure you are able to play the games you'd like. In order to assist you, we need some information from you. What kind of device are you using? What version of the software is installed? Meet us with this information, here: https://t.co/GDrqU22YpT",4,app_store_media,no,Third-party App Store game crashing immediately on launch,
g0109,dear @AppleSupport my devices and computer get slower and slower with every update. might want to look into that. not to be rude,@143283 Hi. We're here to help you. DM us and we can look into your issues there. https://t.co/GDrqU22YpT,5,complaint_no_specific_ask,no,Broad complaint regarding performance degradation after updates without technical details,
g0110,@AppleSupport Noted. Thank you!,"@123057 No problem, we’re happy to help! Let us know if we can assist with anything in the future. Have a great day!",6,other,no,Closing acknowledgement or thank-you note with no actionable issue,
g0111,"Disappointed with @115858 - phone that is only 1 1/2 years old dying for no reason...want to charge for a repair, shocking.",@123993 We want to help. Tell us more about what's happening in DM. https://t.co/GDrqU22YpT,0,battery_performance,no,Premature battery or power failure on out-of-warranty device,
g0112,@AppleSupport is iCloud down? I can't sign in https://t.co/fA69xgE4ow,"@140194 Thanks for reaching out. We don't show an iCloud outage at the moment. We can definitely look into this further.
Do you still experience the same behavior after you restart your iPhone? 
Do you have the same results when you're connected to a cellular network? https://t.co/GDrqU22YpT",7,apple_id_account,no,Inability to sign into iCloud and verifying service outage status,
g0113,@AppleSupport The developper of Videoshop has been able to reproduce the bug and said it is a problem with iOS 11 and he can’t do anything about that problem. Sorry but... what is DM? (I’m sorry if it’s a stupid question),@121032 No worries. DM refers to Direct Message. It's a space that'll provide more room for us to work. You can get there using this link: https://t.co/GDrqU22YpT,6,software_bug_glitch,no,OS-level software bug on iOS 11 impacting third-party video app stability,
g0114,"Hi @AppleSupport after upgrading to iOS 11.1 this control center dunno where to stay - up, middle and down.  Now in the upper section. ios11 https://t.co/pK9efWapng","@122938 Hey, we'd love to help with your AssistiveTouch. Let's try a standard restart, here's how: https://t.co/OWRDHWSt4h",2,software_bug_glitch,no,Control Center visual rendering and screen positioning glitch on iOS 11.1,
g0115,@AppleSupport how can I unsubscribe to an auto renewing app in my iPhone?,@123168 This resource should do the trick. Check out the steps under 'Turn on Automatic Downloads': https://t.co/2oRvemLiMD,4,app_store_media,no,Requesting instructions to cancel an auto-renewing app subscription,
g0116,@AppleSupport It’s been occurring for about a week and I just updated my to IOS 11 today to try to fix it and tried resetting my settings but nothing worked,"@136073 Thanks for the information. We'd like to confirm we have all the specific details we need. Please meet us in DM, so we can further assist: https://t.co/GDrqU22YpT",2,software_bug_glitch,no,Persistent software issue unresolvable by iOS 11 update or Reset All Settings,
g0117,hi @AppleSupport - there’s a bug with my iPhone 7 Plus! SOS - send help. 🆘📱🤕,@123697 We're here for you. Tell us what's happening with your iPhone 7 Plus.,1,software_bug_glitch,no,General report of an unspecified bug on iPhone 7 Plus,
g0118,@AppleSupport My tweet pretty much says it all to be honest. The battery life and the touch screen inaccuracy are the most annoying.,"@141834 We'd like to gather more info about everything that's going on so we can find the best way to get this resolved. DM us more info, like which model of iPhone and the exact version of the operating system you're using for starters, and we'll team up. https://t.co/GDrqU22YpT",6,battery_performance,no,Rapid battery drain combined with touch screen responsiveness issues,
g0119,"@AppleSupport Hey, is there a way, to Name a specific automation in the iPhone https://t.co/5rrxuQSbLQ? Like „Christmas-Lights“.",@123858 Thank you for reaching out to us. We're happy to help. Take a look here for more information: https://t.co/ept6Vf2rqU,1,app_store_media,no,Feature inquiry on naming/labeling home automation scenes in iOS,
g0120,Wtf @115858 why my iPhone keep restarting itself 🙄😡,"@123371 Let's work on it together. Which iPhone is it, and which version of iOS does it have? How often is it restarting?",1,software_bug_glitch,no,iPhone continuous unexpected boot loops and spontaneous system restarts,
g0121,@AppleSupport hello please help my messages app won't work it hasn't for a while when i click to open a message the app closes,@135644 We can help. Are you able to force close all of your apps?  This might help: https://t.co/RqqIctrDWV. Once that is done please try the Messages app again.,4,software_bug_glitch,no,Native Messages app crashing immediately upon opening thread,
g0122,@123843 @AppleSupport yea same here idk what's wrong,@124686 Here is a great article to help you with that update: https://t.co/Ui1yTnOCUz,6,system_update_issue,no,Echoing issue with iOS software update failure or installation freeze,
g0123,@AppleSupport The MacBook Pro was connected via USB for Xcode over the night when i slept :),@136634 Let's move to DM for a closer look. What is your current macOS version? https://t.co/GDrqU22YpT,6,device_hardware_connectivity,no,USB tethering and developer connectivity issues between iPhone and MacBook Pro,
g0124,"@AppleSupport just upgraded to 11.1, and had 50% battery drain on iPhone 6 during my bike ride to work (1 hour).  This is unacceptable","@125182 We’d love to help with your battery life. To start, please send us a DM. https://t.co/GDrqU22YpT",1,battery_performance,no,Rapid background battery depletion after updating to iOS 11.1,
g0125,@AppleSupport Just updated it and still is turing my letter I️ into something different.,"@118247 Alright, no problem. Let's look into it closer via DM: https://t.co/GDrqU22YpT",0,software_bug_glitch,no,iOS 11 text prediction bug replacing letter I with strange character,
g0126,@AppleSupport 11.0.3 https://t.co/d7fsU9eKd9,@125618 Let's get your iOS updated. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk,7,system_update_issue,no,User confirming active system version iOS 11.0.3 to proceed with software update,
g0127,"@AppleSupport I updated to 11.1, and so far it works flawlessly!  Thanks for the new update!",@123050 You're welcome.,5,other,yes,Expressing positive feedback following a successful iOS 11.1 update,
g0128,@128105 I️ know me too! It’s so annoying @AppleSupport fix this problem! 😒😒😒,"@128104 We're happy to do everything we can to help. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT",3,app_store_media,no,Isolated slow download speeds in the App Store over active connection,
g0129,@AppleSupport @126972 running the app is eating all kinds of extra battery life on my iPhone 7. Didn’t notice it til a couple of days ago,@127763 Let's take a look at this together! Which iOS version is currently on your iPhone?,1,battery_performance,no,Excessive app-specific background battery drain on iPhone 7,
g0130,"@AppleSupport MacBook won’t turn on...gives me this screen, I need my serial number to call Apple support, won’t turn on....HELP https://t.co/1s2CwpdWEG",@138468 No worries. Help has arrived. We have a few questions that will help us get to the bottom of this. How were you using your Mac just before this occurred? Have you added new external hardware or accessories? Send us a DM. https://t.co/GDrqU22YpT,6,device_hardware_connectivity,no,MacBook Pro boot failure and locating serial number without powe,
g0131,"@AppleSupport so. i hate updates. ive rebooted iphone 6  37 times now &amp; still the screen freezes. i cant answer calls, send or read texts, et al.this is the worst it’s ever been. i cant deal. ready to ditch Apple aftr 20 yrs","@139293 That's certainly not how we want the iPhone to respond to the new iOS update. Let's work together. To start, how recently did you update your iPhone to iOS 11.1.2? You can send your answer in a DM. https://t.co/GDrqU22YpT",1,software_bug_glitch,no,System freezing and touchscreen unresponsiveness on iPhone 6 following iOS update,
g0132,"@115858 good evening, I️ don’t understand why when I️ type sometimes an exclamation mark and a box keeps popping up. Please fix it",@125901 Let's help out with this. Which device and iOS version are you using under Settings &gt; General &gt; About? We'll start there.,3,software_bug_glitch,no,iOS 11 auto-correct bug converting letter I into exclamation mark and box symbo,
g0133,@AppleSupport Yeah it’s an Apple manufacture charger cable,@142514 Let us know when this first began in a DM. We'll continue from there to explore options to ensure your iPhone is getting charged like it should be. https://t.co/GDrqU22YpT,6,device_hardware_connectivity,no,Official Apple charging cable connection or hardware charging failure,
g0134,"@AppleSupport hi can you please help me? my iphone 7 keeps freezing, it has happened like 5 times today and I have to restart my phone every time that that happens bc my screen doesn’t react","@142522 We’d love to help with the performance of your iPhone. To start, please send us a DM confirming which software version you’re using. You can tap Settings &gt; General &gt; About to locate the software version. https://t.co/GDrqU22YpT",1,software_bug_glitch,no,Recurring screen freezes and touch unresponsiveness on iPhone 7,
g0135,"@AppleSupport hey, we need a new iOS update ASAP. My 6S’s battery life was literally cut almost in half and with less use! Work on it.",@124877 We received your DM and will continue with you from there. Keep an eye out for our response.,5,battery_performance,no,Accelerated battery depletion on iPhone 6s following iOS update,
g0136,I’m over @115858 and these glitches. First the “I” problem now the “I.T” probably why is my lowercase i and t being corrected to I.T 🤦🏽‍♀️🤦🏽‍♀️,@142170 We'd like to help with these text issues. Let us know which device you're using and the OS installed via DM. We'll go from there. https://t.co/GDrqU22YpT,0,software_bug_glitch,no,Predictive text and auto-correct bug converting lower case 'it' to 'I.T',
g0137,@AppleSupport It gets stuck sideways and it will go up to previous messages and not show me the latest until I close the app and reopen.,"@118716 Got it. Which device are you experiencing this on? Let us know in DM, and we'll go from there. https://t.co/GDrqU22YpT",4,software_bug_glitch,no,App orientation lock and message thread scrolling UI glitch,
g0138,@AppleSupport I️ have 11.0.3,"@117650 The first step we want to take is to back it up, then update it to iOS 11.1 to rule that out: https://t.co/80YRnjDFDk",2,system_update_issue,no,User reporting current software version iOS 11.0.3 to proceed with system update,
g0139,"@AppleSupport I've tried to update on my computer it stated that I can't do because of some error, it takes about 2 hours. No matter how times I try I see an error message",@130034 We would love to assist you and get your device updated. Join us in DM and we'll look into this issue further: https://t.co/GDrqU22YpT,5,system_update_issue,no,Failed iOS update and error codes when updating via computer,
g0140,"は。このバグ直してーーー

@AppleSupport https://t.co/h089ruD8tv",@123828  We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,7,software_bug_glitch,no,Japanese language customer tweet reporting software bug/glitch via screenshot,
g0141,@AppleSupport why does this keep happening 😐 https://t.co/TQ2bz8CY0R,"@135607 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",7,software_bug_glitch,no,Recurring iOS 11 system bug/glitch resolved by software update,
g0142,@AppleSupport This!! https://t.co/hZ3XzrlC3g,"@125606 It's in recovery mode and we can help. Do you have a computer with iTunes installed, or a computer you can install iTunes on?",7,system_update_issue,no,Device stuck in Recovery Mode screen requiring update or restore via iTunes/Finder,
g0143,"@AppleSupport @AppleSupport to unlock my iPhone, it happened every time. Sorry I took so long to answer, had to buy a new one 😕. The old one says Error 9 when trying to restore. Is there a solution?","@134161 We’ll want to be sure to follow the steps listed here for restore error 9: https://t.co/lMMVPdjGNN 

Let us know if you’re still having issues after completing the steps.",1,system_update_issue,no,USB disconnect or hardware communication failure (Error 9) during restore/update,
g0144,@115858 HELP how can I fix this problem immediately ? #Apple #iOS11 @AppleSupport,@122943 We've gotten your DM and will continue working with you there.,3,software_bug_glitch,no,iOS 11 general software glitch or text rendering error requiring support,
g0145,@AppleSupport In how many years will I have the iPhone X? Because in Europe it’s impossible have it... Good work with your marketing...,@141837 We may be able to help. Where in Europe are you currently located?,1,complaint_no_specific_ask,no,Stock availability and delivery timeline complaint for iPhone X in Europe,
g0146,WHY IS MY AUTOCORRECT CORRECTING “it” to “I.T” all of a sudden😡😡 it’s just creepy and very annoying honestly. @115858,"@134509 We totally get that, but no worries, we can help! Let's start by having you tell us which iOS version is running under Settings &gt; General &gt; About. We'll get started there.",0,software_bug_glitch,no,Predictive text and auto-correct bug changing 'it' to 'I.T',
g0147,Hey @AppleSupport why can’t I search on my music app for music without the whole app crashing??!! https://t.co/CweVYCRX3u,@134122 Thanks for reaching out. We want to be sure you can search for your favorite music. We can definitely look into this with you. Do you have the same results after you restart your iPhone?,4,software_bug_glitch,no,Apple Music app crashing when executing search queries,
g0148,"Is @115858 likely to fix this insane #batterydrain in #iOS11 anytime soon? My 7+ just dropped 5% in 1 minute 40 secs of screen on. 

This update has been an all time low for me and for #Apple its horrible","@134520 Hey, we can certainly take a look into the battery life together. DM us the country you're located in and we'll work on this from there. https://t.co/GDrqU22YpT",3,battery_performance,no,"Rapid, severe battery drain on iPhone 7 Plus following iOS 11 update",
g0149,@128100 @115858 must fix it... after update to 11.1 on my 5s! The loockscreen has this glitch too unlocking... apple fix it please! https://t.co/ozDwClS1Px,"@128099 We're here to help! If we understand correctly, you have to try accessing the lock option multiple times before it opens?",3,software_bug_glitch,no,Lock screen unlock responsiveness glitch on iPhone 5s running iOS 11.1,
g0150,Wtf? @115858 https://t.co/GiyvXiC3s3,@124479 Let's see what we can do to assist in getting this sorted out. When did you see this start to happen?,7,software_bug_glitch,no,Unspecified iOS 11 display rendering or auto-correct glitch,
g0151,@AppleSupport  https://t.co/NAmOVlIDMr,@127423 Let's take a look at this for you. Reach out to us in DM.,7,software_bug_glitch,no,iOS 11 software rendering or performance glitch submitted via media link,
g0152,Hello @AppleSupport can you fix the keyboard bug in landscape mode? https://t.co/0rOjfDZJyx,"@121040 We'd like to take a closer look at this with you to figure out what's going on. Reach out to us via DM. When you do, be sure to confirm what type of device you're using, along with the specific version of iOS 11 that's currently installed. https://t.co/GDrqU22YpT",3,software_bug_glitch,no,Keyboard visual and layout glitch occurring in landscape orientation,
g0153,@AppleSupport 11.1 which has been causing many glitches on my phone between apps/internet connection &amp; keyboard,@128698 Thanks for that info. Reach out to us in DM and we will happily help to look into this further. https://t.co/GDrqU22YpT,0,software_bug_glitch,no,"System-wide software glitches including keyboard, connectivity, and app instability after iOS 11.1 update",
g0154,"@AppleSupport Updating the phone using iTunes is the only option left. The network is fine, why can't i do it directly on the phone..It always used to do before..",@135639 Are you receiving any specific error messages when trying to download the update on your iPhone over Wi-Fi?,0,system_update_issue,no,OTA iOS update failure or inability to update directly over Wi-Fi on device,
g0155,Ey @AppleSupport since I updating my iPhone 8 to iOS 11.1 does not stop restarting!! 😡😞😭 #iOS11 #bug,@125423 Let's get this sorted out together. Do you notice this happening when performing any specific steps or opening an app?,2,system_update_issue,no,Persistent reboot loop on iPhone 8 immediately following iOS 11.1 update,
g0156,"@AppleSupport The connection is always correct, song info is displayed. 9 out of 10 times closing Waze is solving the issue and the audio is streaming again.",@135615 Let's continue in DM together: https://t.co/GDrqU22YpT,6,device_hardware_connectivity,no,Audio streaming loss via Bluetooth caused by background navigation app interference,
g0157,"@AppleSupport So i got a email to update my payment method, i keep trying &amp; reset my iPhone to do this but it keeps saying try again later it cannot update. Any Suggestions 🤷🏽‍♂️","@136578 We've received your DM, and will continue there. Look for a response shortly.",5,apple_id_account,no,Unable to update Apple ID payment method details due to account server errors,
g0158,"@AppleSupport All my photos keep being removed from my phone, after connecting it to my laptop they all get restored but it keeps happening?",@129984 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,0,software_bug_glitch,no,Photos disappearing locally from device and reappearing only after syncing with computer,
g0159,@AppleSupport Well it is now 11 days after and still no sign of it,@117968 Thanks for letting us know. Please send us a DM with the current country you're in. https://t.co/GDrqU22YpT,2,other,no,"Follow-up regarding delayed order, service repair, or unresolved support case",
g0160,@115858 @AppleSupport buggie spotted https://t.co/uiuCiaj3Pl,"@118833 Let's work this out! Have you been able to update to iOS 11.1? If not, use the steps here: https://t.co/80YRnjDFDk",7,software_bug_glitch,no,iOS 11 visual rendering or software bug submitted via media link,
g0161,"@AppleSupport So guys, any plans for a new update? cause this 11.1.2 just drain my batery with no reason. I cant put my phone on charger 3x per day. Come on","@141092 We know having your iPhone battery performing at its best is important. Let’s look into what’s happening. Please send us a DM telling us which iPhone we’re working with, when you first noticed the change in battery life, and any troubleshooting steps you’ve tried. https://t.co/GDrqU22YpT",5,battery_performance,no,Excessive battery drain on iOS 11.1.2 requiring multiple charges per day,
g0162,"@AppleSupport I lose the password for my account, ask for help and months later I'm still paying for apple music. Called again and the support agent put me on hold then hung up. I need it cancelled now, I'm paying for nothing.",@131031 We can understand wanting to cancel the subscription. We'd want to get you in touch with our iTunes Store support here: https://t.co/SDIe7UiyJN,6,apple_id_account,no,Unable to cancel recurring Apple Music subscription due to lost password and account lock,
g0163,@AppleSupport  https://t.co/2vVFr3ZYiK,@123391 Allow us to assist. Send us a DM so that we can help you with this. https://t.co/GDrqU22YpT,7,software_bug_glitch,no,Unspecified iOS 11 software rendering glitch submitted via media link,
g0164,"@AppleSupport hey I'm facing problem updating my Iphone to iOS 11 whenever I wanna update it, a message pop up says verifying",@123188 We can help! What happens after it says verifying. Is that when it restarts or are you restarting it manually?,2,system_update_issue,no,"Over-The-Air iOS update frozen on ""Verifying update"" pop-up screen",
g0165,"@AppleSupport 11.1?? when did that come out lol, i talked to you guys last night and you asked if i was updated to 11.0.3 which i am lol","@116621 It was released earlier today. Let's use these steps to update iOS:  
 https://t.co/80YRnjDFDk",2,system_update_issue,no,User inquiry regarding newly released iOS 11.1 software update availability and update steps,
g0166,@AppleSupport If I tether my iPad to my iPhone is there a way to minimize data txfr? Would turning off background app refresh make a diff?,"@128324 We can work toward a solution together. First we'd like to clarify your question. Do you mean, minimize data used by the iPad?",4,device_hardware_connectivity,no,Managing and minimizing high cellular data consumption while using Personal Hotspot tethering,
g0167,@AppleSupport I just updated to 11.1.2,"@134117 OK, great. Thanks for letting us know. Are you still seeing the same results? If so, send us a DM and let us know. https://t.co/GDrqU22YpT",2,system_update_issue,no,User confirmation of completing iOS 11.1.2 software update during active support thread,
g0168,@AppleSupport Both,"@124422 Do you know what version of the iOS is on the device? Also, is it only the Snapchat notifications that pause the music? Let us know in Direct Message. https://t.co/GDrqU22YpT",7,software_bug_glitch,no,App notifications inappropriately pausing or ducking background music media playback,
g0169,"Dear @115858, @AppleSupport imsg animation effects not working after upgradation from ios 10 to 11.02 in my iphone 7. Pls resolve this issue",@134512 We'd like to help. Let's have you back up and update to our latest release (11.0.3): https://t.co/80YRnjDFDk,2,software_bug_glitch,no,iMessage screen and bubble animation effects failing to render after iOS 11 upgrade,
g0170,not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus @AppleSupport,@116621 Let's look at this together. Are you updated to iOS 11.1?,1,software_bug_glitch,no,System freezing and blank white screenshot rendering glitch on iPhone 8 Plus,
g0171,@AppleSupport @126731 I️ am also having this problem! And I’ve contacted Apple support and neither rep seemed to have a clue how to fix it!,"@126730 We'd like to see what we can do to assist. We received your DM, and we'll be following up with you there shortly.",3,software_bug_glitch,no,iOS 11 keyboard autocorrect bug rendering letter I as A symbol glitch,
g0172,My phone won’t stop turning off and freezing @AppleSupport !!!!,@130264 Let's look into this for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,0,software_bug_glitch,no,"Persistent device freezing, unresponsiveness, and unexpected shutdowns/reboot loops",
g0173,"@AppleSupport after updating to ios 11.1 I have no service, displays no service. reset networking settings does nothing",@118927 We'd like to see what we can do to assist. DM us and we'll continue from there. https://t.co/GDrqU22YpT,2,device_hardware_connectivity,no,Persistent No Service cellular connectivity loss after iOS 11.1 system update,
g0174,@AppleSupport Hi. I cannot reset the security questions after I logged in my account. What to do? :/,"@128111  We want to help with your Apple ID. If you forgot the answers to your Apple ID security questions:
https://t.co/qaNMuN8ar1",6,apple_id_account,no,Unable to reset or answer Apple ID security questions when logged in,
g0175,@AppleSupport I’m still unable to change my Apple ID from https://t.co/xvL3ugX1Kp to https://t.co/oT9ReP5yXv. I want to use my alias address https://t.co/XySlqjAcQs,@125899 We want to help out. Let's take a look here: https://t.co/xuZEqdPMFW,7,apple_id_account,no,Unable to change primary Apple ID email address to desired alias or alternate email,
g0176,@115858 my iPhone after last update is dying sooo quick is on the edge of ridiculousness.. 🤬,"@135627 Battery life is everything! Let's see how we can get yours back to being great. Is it iOS 11.1.2 that you have installed now? When you navigate to Settings &gt; Battery, do you see any alert at the top of this page regarding your battery?",5,battery_performance,no,Rapid and severe battery depletion following recent iOS 11 update,
g0177,"@115858 ok not sure why this is happening but I need assistance charged my iPhone X (purchased yesterday) wirelessly and reached for it and this was on the screen, I could probably fry an egg https://t.co/WgADbE9263",@121026 We'll be happy to take a look into this with you. Could you please send us a DM with what country you're located in so we can get started? https://t.co/GDrqU22YpT,1,device_hardware_connectivity,no,Severe device overheating and thermal warning screen triggered by wireless charging,
g0178,@AppleSupport I’ve forwarded it to the phishing email account that you guys have.,@127765 Thank you! We appreciate the submitted information.,6,other,no,User confirmation of forwarding suspicious phishing email to official reporting inbox,
g0179,@AppleSupport This is the message https://t.co/4n0H3vB6pt,@142154 We'd like to discuss this further in DM. Use the link below to join us and let us know the country you're located in. We can go from there. https://t.co/GDrqU22YpT,7,other,no,Sharing screenshot or photo of system message for diagnostic clarification,
g0180,@115858 why is it impossible to Type “I” without a stupid box with a question mark. #notimpressed #fixit,@117963 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,0,software_bug_glitch,no,iOS 11 keyboard autocorrect bug rendering letter I as A symbol glitch,
g0181,@123851 @115858 Have you had problems with your iOS 11? My phone’s been basically destroyed since I updated a few weeks back,@123850 We're here to help you. DM us and we can take a closer look at your issues there. https://t.co/GDrqU22YpT,2,complaint_no_specific_ask,no,General complaint regarding system-wide instability and performance degradation post-iOS 11 update,
g0182,"@AppleSupport I don’t know what it is, but I got the feeling that my iPhone 6 battery is running out much faster than before. Can it be the new software update or another reason?",@135041 we want to help. Which version of iOS 11 is running on your device?,5,battery_performance,no,Accelerated battery consumption on iPhone 6 following recent iOS software update,
g0183,"@AppleSupport iOS 11 may be the worst phone update in history. Freezing, not loading, battery draining 50% in less than hour. Awful.","@128339 We want to work with to resolve these issue. To get us started, may we have the exact iOS version that's on the iPhone?",5,complaint_no_specific_ask,no,"Multi-issue complaint covering severe battery depletion, system freezing, and app launch failures post-iOS 11 update",
g0184,"@AppleSupport Yes. I think touchID was better, just my opinion. Just giving you some feedback but other than that I do like the new hardware finally.",@138699 We appreciate your feedback and we’re glad to hear that you like your new iPhone! Let us know if we can assist you with anything else in the future.  Have a wonderful day!,6,complaint_no_specific_ask,no,User feedback expressing preference for Touch ID over Face ID on new hardware,
g0185,@AppleSupport I am trying to update my apps in App Store but it says that I need to pay.,@135600 Hello. There appears to be a billing issue with a previous purchase. Check this out and let us know if it helps: https://t.co/U96y4MTG7k,4,app_store_media,no,Unable to update App Store apps due to pending balance or payment method verification requirement,
g0186,"Hey @115858 can you stop focusing on adding more emojis in updates, and start focusing on how to fix my phone’s battery?",@123054 Battery life is surely important to us &amp; we'll do all we can to help. Which iPhone model &amp; what iOS version is installed?,3,battery_performance,no,,Software update related rapid battery drain and general performance complaint
g0187,@AppleSupport  can you guys fix the software issue with the camera? I need this for my job. No issues when using it through Twitter app,@125158 We'd be happy to look into your camera issue with you. Please let us know a bit more about what's going on.,4,software_bug_glitch,no,Native Camera app software glitch while third-party app camera integration remains functional,
g0188,@115858 @AppleSupport APPLE WHY IS MY “I️’s” coming out as question marked boxes &amp; pounds ?! Fix it jeezus,@118517 Hi. We are here to help. What version of iOS do you have?,3,software_bug_glitch,no,iOS 11 keyboard autocorrect bug rendering letter I as boxed question mark symbol,
g0189,@AppleSupport 11.2,@138703 Just to be sure are you on iOS 11.1.2 or iOS beta 11.2? Let us know in DM here: https://t.co/GDrqU22YpT,2,other,no,Short follow-up response providing OS version details (iOS 11.2),
g0190,@AppleSupport Yes. It’s happening to other apps too like Apple Music. So not app specific but. iOS 11 😘,"@131555 Let's do all we can to ensure we find you a resolution. Please click here, and meet us in DM so we can better assist: https://t.co/GDrqU22YpT",4,software_bug_glitch,no,System-wide UI freezes and app crash regressions affecting stock applications on iOS 11,
g0191,@115948 @AppleSupport help? https://t.co/jq11xG12w0,"@121850 We're here to help in any way we can. Since we offer support in English, could you let us know what the message says?",7,other,no,Sharing image/screenshot of localized error prompt or message without English context,
g0192,@115858 what is wrong with my keyboard like? Lol I️,@121849 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,software_bug_glitch,no,iOS 11 keyboard autocorrect glitch rendering letter I as boxed question mark symbol,
g0193,@AppleSupport Here we go! Any ideas? https://t.co/TnZTVZRH6w,@135633 We're glad you were able to partially resolve your issue. Let's continue via DM. Reach out using the link below and let us know if you've restared your Mac since making these changes. https://t.co/GDrqU22YpT,7,other,no,Sharing screenshot of progress or error state on macOS/iOS seeking next troubleshooting steps,
g0194,@115858 when will the bug in the calendar app be fixed? I upgraded to iOS 11.1 and it still crashes when iOS 11.03,@116342 We'd like to help. What is going on with the app?,2,software_bug_glitch,no,Native Calendar app crashing unexpectedly under iOS 11.1 post-update,
g0195,@AppleSupport Apple Music.,"@121030 To be sure we provide accurate information, can you tell us which device you're using?",4,app_store_media,no,Brief follow-up identifying Apple Music app/service as the subject of the support query,
g0196,I️ updated my phone and this shit still not working ! @AppleSupport,@123990 DM the country or region where you are located to continue. https://t.co/GDrqU22YpT,0,software_bug_glitch,no,Persistent iOS 11 keyboard autocorrect glitch rendering letter I as symbol artifact post-update,
g0197,"@129783 I️ think it has to do with the update, guess we gotta wait for @115858 to fix this glitch! Until then don’t use the letter “i” 😂😂😂😂",@129782 We're here for you. Please DM us the version of iOS you're using and we can go from there. https://t.co/GDrqU22YpT,3,software_bug_glitch,no,iOS 11 autocorrect bug converting capital letter I into symbol artifact,
